0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0.3833,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0.3833,0,0,NoLoad
0.3833,0,0,NoLoad
0.3833,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0.3833,0,0,NoLoad
0.3833,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0.3833,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0.150255,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0.3833,0,0,NoLoad
0,0,0,NoLoad
0.3833,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0.3833,0,0,NoLoad
0,0,0,NoLoad
0.3833,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0.3833,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0.3833,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
0,0,0,NoLoad
211.5816,0.24381,51.5857099,Normal
211.1983,0.246645,52.0910047,Normal
215.7979,0.246645,53.22547305,Normal
213.1148,0.246645,52.56369985,Normal
213.1148,0.246645,52.56369985,Normal
214.648,0.246645,52.94185596,Normal
211.9649,0.246645,52.28008276,Normal
215.7979,0.246645,53.22547305,Normal
214.648,0.246645,52.94185596,Normal
211.1983,0.246645,52.0910047,Normal
216.1812,0.246645,53.32001207,Normal
213.1148,0.246645,52.56369985,Normal
215.7979,0.246645,53.22547305,Normal
213.1148,0.246645,52.56369985,Normal
212.7315,0.246645,52.46916082,Normal
212.7315,0.246645,52.46916082,Normal
214.648,0.246645,52.94185596,Normal
214.2647,0.246645,52.84731693,Normal
213.8814,0.246645,52.7527779,Normal
211.5816,0.246645,52.18554373,Normal
212.3482,0.246645,52.37462179,Normal
216.1812,0.246645,53.32001207,Normal
214.648,0.246645,52.94185596,Normal
213.1148,0.246645,52.56369985,Normal
211.5816,0.246645,52.18554373,Normal
304.3402,0.24948,75.9267931,Normal
215.4146,0.24948,53.74163441,Normal
213.1148,0.24948,53.1678803,Normal
